   1.0000000e+01   1.1000000e+01   1.1000000e+01   6.0000000e+00   9.3333333e+00
   1.4000000e+01   1.4000000e+01   7.0000000e+01   9.0000000e+00   3.1000000e+01
   1.8000000e+01   1.5000000e+01   5.9000000e+01   2.6000000e+01   3.3333333e+01
   2.3000000e+01   3.3000000e+01   4.2000000e+01   2.7000000e+01   3.4000000e+01
   1.9000000e+01   4.0000000e+00   7.5000000e+01   2.4000000e+01   3.4333333e+01
   2.2000000e+01   7.0000000e+01   4.4000000e+01   2.0000000e+00   3.8666667e+01
   1.1000000e+01   4.0000000e+01   4.5000000e+01   3.7000000e+01   4.0666667e+01
   2.7000000e+01   3.8000000e+01   2.2000000e+01   7.9000000e+01   4.6333333e+01
   2.0000000e+00   3.5000000e+01   6.6000000e+01   4.2000000e+01   4.7666667e+01
   5.0000000e+00   8.7000000e+01   2.6000000e+01   3.2000000e+01   4.8333333e+01
   2.4000000e+01   2.0000000e+01   8.2000000e+01   4.3000000e+01   4.8333333e+01
   2.0000000e+01   4.4000000e+01   6.9000000e+01   3.6000000e+01   4.9666667e+01
   1.6000000e+01   4.8000000e+01   3.9000000e+01   6.7000000e+01   5.1333333e+01
   1.7000000e+01   7.4000000e+01   5.2000000e+01   3.5000000e+01   5.3666667e+01
   7.0000000e+00   4.8000000e+01   6.4000000e+01   5.4000000e+01   5.5333333e+01
   6.0000000e+00   1.2000000e+01   9.4000000e+01   6.5000000e+01   5.7000000e+01
   4.0000000e+00   6.1000000e+01   5.8000000e+01   5.4000000e+01   5.7666667e+01
   9.0000000e+00   5.2000000e+01   9.9000000e+01   2.2000000e+01   5.7666667e+01
